participant_code,session_key,module_id,section_id,question_id,answer_value,effort_rating,presented_at,answered_at,presented_epoch_ms,answered_epoch_ms,response_time_ms,response_time_seconds,flag
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-informal-help-seeking,hms-mental-health-service-utilization-q50,2,6,2026-09-22T06:21:26.768000+00:00,2026-09-22T06:21:27.608000+00:00,,,840,0.84,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-informal-help-seeking,hms-mental-health-service-utilization-q48,"[""5""]",7,2026-09-22T06:21:30.825000+00:00,2026-09-22T06:21:31.776000+00:00,,,951,0.951,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-diagnosed-mental-illnesses,hms-mental-health-service-utilization-q1,"[""11""]",7,2026-09-22T06:21:33.744000+00:00,2026-09-22T06:21:36.888000+00:00,,,3144,3.144,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-disability,hms-mental-health-service-utilization-q12,"[""1""]",7,2026-09-22T06:21:39.961000+00:00,2026-09-22T06:21:44.320000+00:00,,,4359,4.359,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-disability,hms-mental-health-service-utilization-q13,1,6,2026-09-22T06:21:47.201000+00:00,2026-09-22T06:21:50.097000+00:00,,,2896,2.896,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-disability,hms-mental-health-service-utilization-q14,1,5,2026-09-22T06:21:52.313000+00:00,2026-09-22T06:21:54.032000+00:00,,,1719,1.719,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-disability,hms-mental-health-service-utilization-q15,1,6,2026-09-22T06:21:56.513000+00:00,2026-09-22T06:21:57.417000+00:00,,,904,0.904,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-barriers-to-help-seeking,hms-mental-health-service-utilization-q45,"[""5""]",7,2026-09-22T06:22:00.497000+00:00,2026-09-22T06:22:01.985000+00:00,,,1488,1.488,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-barriers-to-help-seeking,hms-mental-health-service-utilization-q44,"[""5""]",7,2026-09-22T06:22:04.625000+00:00,2026-09-22T06:22:05.297000+00:00,,,672,0.672,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-use-of-medication,hms-mental-health-service-utilization-q40,2,6,2026-09-22T06:22:08.297000+00:00,2026-09-22T06:22:09.024000+00:00,,,727,0.727,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-use-of-medication,hms-mental-health-service-utilization-q31,"[""6""]",7,2026-09-22T06:22:11.673000+00:00,2026-09-22T06:22:16.009000+00:00,,,4336,4.336,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-use-of-medication,hms-mental-health-service-utilization-q34,2,7,2026-09-22T06:22:17.857000+00:00,2026-09-22T06:22:20.225000+00:00,,,2368,2.368,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-use-of-medication,hms-mental-health-service-utilization-q35,"[""2""]",6,2026-09-22T06:22:22.258000+00:00,2026-09-22T06:22:23.417000+00:00,,,1159,1.159,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-use-of-medication,hms-mental-health-service-utilization-q36,"[""6""]",7,2026-09-22T06:22:25.801000+00:00,2026-09-22T06:22:28.817000+00:00,,,3016,3.016,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-use-of-medication,hms-mental-health-service-utilization-q41,2,7,2026-09-22T06:22:31.050000+00:00,2026-09-22T06:22:31.929000+00:00,,,879,0.879,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-use-of-medication,hms-mental-health-service-utilization-q42,2,6,2026-09-22T06:22:34.562000+00:00,2026-09-22T06:22:35.650000+00:00,,,1088,1.088,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-use-of-medication,hms-mental-health-service-utilization-q43,"[""1""]",7,2026-09-22T06:22:38.186000+00:00,2026-09-22T06:22:39.970000+00:00,,,1784,1.784,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-stigma,hms-mental-health-service-utilization-q18,"{""hms-mental-health-service-utilization-q18-i0"":""1"",""hms-mental-health-service-utilization-q18-i1"":""1""}",6,2026-09-22T06:22:42.730000+00:00,2026-09-22T06:22:44.609000+00:00,,,1879,1.879,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-perceived-need,hms-mental-health-service-utilization-q19,2,6,2026-09-22T06:22:47.490000+00:00,2026-09-22T06:22:48.794000+00:00,,,1304,1.304,
1,070a71b6-f34f-4aad-9f44-516cffa72e65,hms-mental-health-service-utilization,hms-mental-health-service-utilization-perceived-need,hms-mental-health-service-utilization-q20,2,7,2026-09-22T06:22:51.858000+00:00,2026-09-22T06:22:52.554000+00:00,,,696,0.696,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,demographics,demographics-age,demographics-q1,50,5,2026-09-22T09:15:57.030000+00:00,2026-09-22T09:16:01.030000+00:00,,,4000,4.0,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,demographics,demographics-gender,demographics-q2,3,5,2026-09-22T09:16:03.558000+00:00,2026-09-22T09:16:04.262000+00:00,,,704,0.704,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,demographics,demographics-role,demographics-q3,4,6,2026-09-22T09:16:07.206000+00:00,2026-09-22T09:16:09.094000+00:00,,,1888,1.888,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,demographics,demographics-department,demographics-q4,2,6,2026-09-22T09:16:11.542000+00:00,2026-09-22T09:16:13.574000+00:00,,,2032,2.032,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,demographics,demographics-socioeconomic-status,demographics-q5,5,6,2026-09-22T09:16:15.999000+00:00,2026-09-22T09:16:16.942000+00:00,,,943,0.943,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,mecamh-sleep-quality,mecamh-sleep-quality-sleep-quality,mecamh-sleep-quality-q1,"{""mecamh-sleep-quality-q1-i0"":""1"",""mecamh-sleep-quality-q1-i1"":""2"",""mecamh-sleep-quality-q1-i2"":""3"",""mecamh-sleep-quality-q1-i3"":""4"",""mecamh-sleep-quality-q1-i4"":""5"",""mecamh-sleep-quality-q1-i5"":""4""}",7,2026-09-22T09:16:20.438000+00:00,2026-09-22T09:16:26.863000+00:00,,,6425,6.425,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,mecamh-coping-responses-and-climate-change,mecamh-coping-responses-and-climate-change-climate-change-worry-ojala-2012,mecamh-coping-responses-and-climate-change-q2,"{""mecamh-coping-responses-and-climate-change-q2-i0"":""1"",""mecamh-coping-responses-and-climate-change-q2-i1"":""1"",""mecamh-coping-responses-and-climate-change-q2-i2"":""1"",""mecamh-coping-responses-and-climate-change-q2-i3"":""1"",""mecamh-coping-responses-and-climate-change-q2-i4"":""1""}",6,2026-09-22T09:16:29.966000+00:00,2026-09-22T09:16:33.630000+00:00,,,3664,3.664,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,mecamh-coping-responses-and-climate-change,mecamh-coping-responses-and-climate-change-coping-responses-ojala-2012,mecamh-coping-responses-and-climate-change-q1,"{""mecamh-coping-responses-and-climate-change-q1-i0"":""3"",""mecamh-coping-responses-and-climate-change-q1-i1"":""3"",""mecamh-coping-responses-and-climate-change-q1-i2"":""4"",""mecamh-coping-responses-and-climate-change-q1-i3"":""4"",""mecamh-coping-responses-and-climate-change-q1-i4"":""4"",""mecamh-coping-responses-and-climate-change-q1-i5"":""4"",""mecamh-coping-responses-and-climate-change-q1-i6"":""4"",""mecamh-coping-responses-and-climate-change-q1-i7"":""4"",""mecamh-coping-responses-and-climate-change-q1-i8"":""4"",""mecamh-coping-responses-and-climate-change-q1-i9"":""4"",""mecamh-coping-responses-and-climate-change-q1-i10"":""4"",""mecamh-coping-responses-and-climate-change-q1-i11"":""4"",""mecamh-coping-responses-and-climate-change-q1-i12"":""4"",""mecamh-coping-responses-and-climate-change-q1-i13"":""4"",""mecamh-coping-responses-and-climate-change-q1-i14"":""4"",""mecamh-coping-responses-and-climate-change-q1-i15"":""4""}",9,2026-09-22T09:16:36.063000+00:00,2026-09-22T09:16:52.255000+00:00,,,16192,16.192,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,mecamh-climate-anxiety,mecamh-climate-anxiety-state-anxiety-modelled-on-the-stai,mecamh-climate-anxiety-q1,"{""mecamh-climate-anxiety-q1-i0"":""2"",""mecamh-climate-anxiety-q1-i1"":""3"",""mecamh-climate-anxiety-q1-i2"":""4"",""mecamh-climate-anxiety-q1-i3"":""5"",""mecamh-climate-anxiety-q1-i4"":""5"",""mecamh-climate-anxiety-q1-i5"":""5"",""mecamh-climate-anxiety-q1-i6"":""5""}",8,2026-09-22T09:16:55.367000+00:00,2026-09-22T09:16:59.551000+00:00,,,4184,4.184,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,mecamh-climate-anxiety,mecamh-climate-anxiety-anticipatory-traumatic-reaction-feelings-sub-scale-hopwood-et-al-2017,mecamh-climate-anxiety-q2,"{""mecamh-climate-anxiety-q2-i0"":""3"",""mecamh-climate-anxiety-q2-i1"":""4"",""mecamh-climate-anxiety-q2-i2"":""5"",""mecamh-climate-anxiety-q2-i3"":""5"",""mecamh-climate-anxiety-q2-i4"":""5"",""mecamh-climate-anxiety-q2-i5"":""5"",""mecamh-climate-anxiety-q2-i6"":""5"",""mecamh-climate-anxiety-q2-i7"":""5"",""mecamh-climate-anxiety-q2-i8"":""5"",""mecamh-climate-anxiety-q2-i9"":""5""}",8,2026-09-22T09:17:01.439000+00:00,2026-09-22T09:17:12.215000+00:00,,,10776,10.776,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-nutrition,hms-overall-health-q15,0,6,2026-09-22T09:17:14.959000+00:00,2026-09-22T09:17:15.655000+00:00,,,696,0.696,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-nutrition,hms-overall-health-q11,0,5,2026-09-22T09:17:17.719000+00:00,2026-09-22T09:17:18.311000+00:00,,,592,0.592,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-nutrition,hms-overall-health-q12,0,5,2026-09-22T09:17:20.615000+00:00,2026-09-22T09:17:22.343000+00:00,,,1728,1.728,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-nutrition,hms-overall-health-q16,2,6,2026-09-22T09:17:24.136000+00:00,2026-09-22T09:17:24.807000+00:00,,,671,0.671,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-perceived-health-status,hms-overall-health-q1,2,5,2026-09-22T09:17:27.031000+00:00,2026-09-22T09:17:27.703000+00:00,,,672,0.672,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-concussion-tbi-history,hms-overall-health-q6,1,5,2026-09-22T09:17:29.488000+00:00,2026-09-22T09:17:30.031000+00:00,,,543,0.543,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-concussion-tbi-history,hms-overall-health-q9,3,6,2026-09-22T09:17:32.960000+00:00,2026-09-22T09:17:33.776000+00:00,,,816,0.816,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-concussion-tbi-history,hms-overall-health-q10,42,7,2026-09-22T09:17:35.880000+00:00,2026-09-22T09:17:40.120000+00:00,,,4240,4.24,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-concussion-tbi-history,hms-overall-health-q7,0,6,2026-09-22T09:17:42.312000+00:00,2026-09-22T09:17:44.184000+00:00,,,1872,1.872,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-exercise,hms-overall-health-q4,2,6,2026-09-22T09:17:46.368000+00:00,2026-09-22T09:17:47.064000+00:00,,,696,0.696,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-exercise,hms-overall-health-q5,2,6,2026-09-22T09:17:49.976000+00:00,2026-09-22T09:17:50.640000+00:00,,,664,0.664,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-exercise,hms-overall-health-q3,6,6,2026-09-22T09:17:52.704000+00:00,2026-09-22T09:17:53.264000+00:00,,,560,0.56,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-overall-health,hms-overall-health-chronic-disease,hms-overall-health-q2,"[""15""]",8,2026-09-22T09:17:55.504000+00:00,2026-09-22T09:17:59.392000+00:00,,,3888,3.888,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-financial-stress,hms-financial-stress-spending,hms-financial-stress-q11,0,6,2026-09-22T09:18:02.408000+00:00,2026-09-22T09:18:03.056000+00:00,,,648,0.648,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-financial-stress,hms-financial-stress-housing-concerns,hms-financial-stress-q6,2,6,2026-09-22T09:18:05.304000+00:00,2026-09-22T09:18:06.032000+00:00,,,728,0.728,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-financial-stress,hms-financial-stress-housing-concerns,hms-financial-stress-q8,"[""5""]",7,2026-09-22T09:18:08.009000+00:00,2026-09-22T09:18:09.304000+00:00,,,1295,1.295,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-financial-stress,hms-financial-stress-socioeconomic-status,hms-financial-stress-q2,3,6,2026-09-22T09:18:11.208000+00:00,2026-09-22T09:18:11.688000+00:00,,,480,0.48,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-financial-stress,hms-financial-stress-socioeconomic-status,hms-financial-stress-q1,2,7,2026-09-22T09:18:13.817000+00:00,2026-09-22T09:18:14.288000+00:00,,,471,0.471,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-financial-stress,hms-financial-stress-socioeconomic-status,hms-financial-stress-q4,2,6,2026-09-22T09:18:16.520000+00:00,2026-09-22T09:18:18.128000+00:00,,,1608,1.608,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-financial-stress,hms-financial-stress-socioeconomic-status,hms-financial-stress-q3,1,5,2026-09-22T09:18:19.953000+00:00,2026-09-22T09:18:20.464000+00:00,,,511,0.511,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-financial-stress,hms-financial-stress-socioeconomic-status,hms-financial-stress-q5,"[""5""]",5,2026-09-22T09:18:23.673000+00:00,2026-09-22T09:18:24.609000+00:00,,,936,0.936,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-financial-stress,hms-financial-stress-scholarship-status,hms-financial-stress-q10,"[""1""]",6,2026-09-22T09:18:27.009000+00:00,2026-09-22T09:18:28.633000+00:00,,,1624,1.624,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-financial-stress,hms-financial-stress-financing-education,hms-financial-stress-q9,2,6,2026-09-22T09:18:30.721000+00:00,2026-09-22T09:18:31.433000+00:00,,,712,0.712,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-academic-persistence-retention-and-competition,hms-academic-persistence-retention-and-competition-overall-academic-experience,hms-academic-persistence-retention-and-competition-q8,3,6,2026-09-22T09:18:34.513000+00:00,2026-09-22T09:18:35.185000+00:00,,,672,0.672,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-academic-persistence-retention-and-competition,hms-academic-persistence-retention-and-competition-overall-academic-experience,hms-academic-persistence-retention-and-competition-q6,2,6,2026-09-22T09:18:37.585000+00:00,2026-09-22T09:18:38.145000+00:00,,,560,0.56,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-academic-persistence-retention-and-competition,hms-academic-persistence-retention-and-competition-overall-academic-experience,hms-academic-persistence-retention-and-competition-q7,"[""5""]",5,2026-09-22T09:18:40.353000+00:00,2026-09-22T09:18:40.929000+00:00,,,576,0.576,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-academic-persistence-retention-and-competition,hms-academic-persistence-retention-and-competition-overall-academic-experience,hms-academic-persistence-retention-and-competition-q10,3,6,2026-09-22T09:18:43.561000+00:00,2026-09-22T09:18:44.081000+00:00,,,520,0.52,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-academic-persistence-retention-and-competition,hms-academic-persistence-retention-and-competition-overall-academic-experience,hms-academic-persistence-retention-and-competition-q11,"{""hms-academic-persistence-retention-and-competition-q11-i0"":""1"",""hms-academic-persistence-retention-and-competition-q11-i1"":""1""}",6,2026-09-22T09:18:46.089000+00:00,2026-09-22T09:18:48.049000+00:00,,,1960,1.96,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-academic-persistence-retention-and-competition,hms-academic-persistence-retention-and-competition-overall-academic-experience,hms-academic-persistence-retention-and-competition-q9,2,6,2026-09-22T09:18:50.721000+00:00,2026-09-22T09:18:51.537000+00:00,,,816,0.816,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-academic-persistence-retention-and-competition,hms-academic-persistence-retention-and-competition-faculty-advising-ph-d-students,hms-academic-persistence-retention-and-competition-q13,2,7,2026-09-22T09:18:53.866000+00:00,2026-09-22T09:18:54.417000+00:00,,,551,0.551,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-academic-persistence-retention-and-competition,hms-academic-persistence-retention-and-competition-perceived-competition,hms-academic-persistence-retention-and-competition-q3,3,7,2026-09-22T09:19:00.913000+00:00,2026-09-22T09:19:01.489000+00:00,,,576,0.576,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-academic-persistence-retention-and-competition,hms-academic-persistence-retention-and-competition-perceived-competition,hms-academic-persistence-retention-and-competition-q2,"{""hms-academic-persistence-retention-and-competition-q2-i0"":""3"",""hms-academic-persistence-retention-and-competition-q2-i1"":""3"",""hms-academic-persistence-retention-and-competition-q2-i2"":""3""}",9,2026-09-22T09:19:04.202000+00:00,2026-09-22T09:19:06.225000+00:00,,,2023,2.023,
11,fc459b5f-ee2e-4489-8885-821fa9347f18,hms-academic-persistence-retention-and-competition,hms-academic-persistence-retention-and-competition-overall-social-experience,hms-academic-persistence-retention-and-competition-q14,3,6,2026-09-22T09:19:08.930000+00:00,2026-09-22T09:19:09.529000+00:00,,,599,0.599,
15,9c5d67a4-c6b9-4f45-97b1-49f743e8c3bb,demographics,demographics-age,demographics-q1,30,5,2026-09-22T10:05:42.656000+00:00,2026-09-22T10:05:45.273000+00:00,,,2617,2.617,
15,9c5d67a4-c6b9-4f45-97b1-49f743e8c3bb,demographics,demographics-gender,demographics-q2,2,5,2026-09-22T10:05:47.777000+00:00,2026-09-22T10:05:48.416000+00:00,,,639,0.639,
15,9c5d67a4-c6b9-4f45-97b1-49f743e8c3bb,demographics,demographics-role,demographics-q3,5,6,2026-09-22T10:05:51.185000+00:00,2026-09-22T10:05:52.001000+00:00,,,816,0.816,
15,9c5d67a4-c6b9-4f45-97b1-49f743e8c3bb,demographics,demographics-department,demographics-q4,3,7,2026-09-22T10:05:54.193000+00:00,2026-09-22T10:05:54.833000+00:00,,,640,0.64,
15,9c5d67a4-c6b9-4f45-97b1-49f743e8c3bb,demographics,demographics-socioeconomic-status,demographics-q5,5,7,2026-09-22T10:05:56.889000+00:00,2026-09-22T10:05:57.769000+00:00,,,880,0.88,
15,9c5d67a4-c6b9-4f45-97b1-49f743e8c3bb,mecamh-sleep-quality,mecamh-sleep-quality-sleep-quality,mecamh-sleep-quality-q1,"{""mecamh-sleep-quality-q1-i0"":""1"",""mecamh-sleep-quality-q1-i1"":""2"",""mecamh-sleep-quality-q1-i2"":""3"",""mecamh-sleep-quality-q1-i3"":""4"",""mecamh-sleep-quality-q1-i4"":""5"",""mecamh-sleep-quality-q1-i5"":""4""}",7,2026-09-22T10:06:01.561000+00:00,2026-09-22T10:06:08.169000+00:00,,,6608,6.608,
15,9c5d67a4-c6b9-4f45-97b1-49f743e8c3bb,mecamh-coping-responses-and-climate-change,mecamh-coping-responses-and-climate-change-climate-change-worry-ojala-2012,mecamh-coping-responses-and-climate-change-q2,"{""mecamh-coping-responses-and-climate-change-q2-i0"":""2"",""mecamh-coping-responses-and-climate-change-q2-i1"":""2"",""mecamh-coping-responses-and-climate-change-q2-i2"":""2"",""mecamh-coping-responses-and-climate-change-q2-i3"":""2"",""mecamh-coping-responses-and-climate-change-q2-i4"":""2""}",6,2026-09-22T10:06:11.209000+00:00,2026-09-22T10:06:13.897000+00:00,,,2688,2.688,
15,9c5d67a4-c6b9-4f45-97b1-49f743e8c3bb,mecamh-coping-responses-and-climate-change,mecamh-coping-responses-and-climate-change-coping-responses-ojala-2012,mecamh-coping-responses-and-climate-change-q1,"{""mecamh-coping-responses-and-climate-change-q1-i0"":""2"",""mecamh-coping-responses-and-climate-change-q1-i1"":""3"",""mecamh-coping-responses-and-climate-change-q1-i2"":""4"",""mecamh-coping-responses-and-climate-change-q1-i3"":""5"",""mecamh-coping-responses-and-climate-change-q1-i5"":""5"",""mecamh-coping-responses-and-climate-change-q1-i4"":""5"",""mecamh-coping-responses-and-climate-change-q1-i6"":""1"",""mecamh-coping-responses-and-climate-change-q1-i7"":""2"",""mecamh-coping-responses-and-climate-change-q1-i8"":""3"",""mecamh-coping-responses-and-climate-change-q1-i9"":""4"",""mecamh-coping-responses-and-climate-change-q1-i10"":""5"",""mecamh-coping-responses-and-climate-change-q1-i11"":""5"",""mecamh-coping-responses-and-climate-change-q1-i12"":""2"",""mecamh-coping-responses-and-climate-change-q1-i13"":""3"",""mecamh-coping-responses-and-climate-change-q1-i14"":""3"",""mecamh-coping-responses-and-climate-change-q1-i15"":""3""}",7,2026-09-22T10:06:15.649000+00:00,2026-09-22T10:06:31.681000+00:00,,,16032,16.032,
15,9c5d67a4-c6b9-4f45-97b1-49f743e8c3bb,mecamh-climate-anxiety,mecamh-climate-anxiety-state-anxiety-modelled-on-the-stai,mecamh-climate-anxiety-q1,"{""mecamh-climate-anxiety-q1-i0"":""1"",""mecamh-climate-anxiety-q1-i1"":""1"",""mecamh-climate-anxiety-q1-i2"":""1"",""mecamh-climate-anxiety-q1-i3"":""2"",""mecamh-climate-anxiety-q1-i4"":""3"",""mecamh-climate-anxiety-q1-i5"":""4"",""mecamh-climate-anxiety-q1-i6"":""5""}",6,2026-09-22T10:06:34.793000+00:00,2026-09-22T10:06:40.513000+00:00,,,5720,5.72,
3,c43b45b5-69ff-420d-91a6-a9b6ae658914,demographics,demographics-age,demographics-q1,12,5,2026-09-22T08:23:09.775000+00:00,2026-09-22T08:23:11.223000+00:00,,,1448,1.448,
3,c43b45b5-69ff-420d-91a6-a9b6ae658914,demographics,demographics-gender,demographics-q2,2,5,2026-09-22T08:23:13.208000+00:00,2026-09-22T08:23:13.744000+00:00,,,536,0.536,
3,c43b45b5-69ff-420d-91a6-a9b6ae658914,demographics,demographics-role,demographics-q3,6,6,2026-09-22T08:23:15.464000+00:00,2026-09-22T08:23:15.968000+00:00,,,504,0.504,
3,c43b45b5-69ff-420d-91a6-a9b6ae658914,demographics,demographics-department,demographics-q4,3,6,2026-09-22T08:23:20.680000+00:00,2026-09-22T08:23:21.175000+00:00,,,495,0.495,
3,c43b45b5-69ff-420d-91a6-a9b6ae658914,demographics,demographics-socioeconomic-status,demographics-q5,5,6,2026-09-22T08:23:23.288000+00:00,2026-09-22T08:23:24.288000+00:00,,,1000,1.0,
3,c43b45b5-69ff-420d-91a6-a9b6ae658914,mecamh-sleep-quality,mecamh-sleep-quality-sleep-quality,mecamh-sleep-quality-q1,"{""mecamh-sleep-quality-q1-i1"":""3"",""mecamh-sleep-quality-q1-i2"":""4"",""mecamh-sleep-quality-q1-i3"":""5"",""mecamh-sleep-quality-q1-i4"":""5"",""mecamh-sleep-quality-q1-i0"":""5"",""mecamh-sleep-quality-q1-i5"":""5""}",8,2026-09-22T08:23:27.496000+00:00,2026-09-22T08:23:33.992000+00:00,,,6496,6.496,
3,c43b45b5-69ff-420d-91a6-a9b6ae658914,mecamh-coping-responses-and-climate-change,mecamh-coping-responses-and-climate-change-climate-change-worry-ojala-2012,mecamh-coping-responses-and-climate-change-q2,"{""mecamh-coping-responses-and-climate-change-q2-i0"":""1"",""mecamh-coping-responses-and-climate-change-q2-i1"":""2"",""mecamh-coping-responses-and-climate-change-q2-i2"":""3"",""mecamh-coping-responses-and-climate-change-q2-i3"":""4"",""mecamh-coping-responses-and-climate-change-q2-i4"":""5""}",8,2026-09-22T08:23:36.832000+00:00,2026-09-22T08:23:41.344000+00:00,,,4512,4.512,
3,c43b45b5-69ff-420d-91a6-a9b6ae658914,mecamh-coping-responses-and-climate-change,mecamh-coping-responses-and-climate-change-coping-responses-ojala-2012,mecamh-coping-responses-and-climate-change-q1,"{""mecamh-coping-responses-and-climate-change-q1-i0"":""3"",""mecamh-coping-responses-and-climate-change-q1-i1"":""3"",""mecamh-coping-responses-and-climate-change-q1-i2"":""3"",""mecamh-coping-responses-and-climate-change-q1-i3"":""3"",""mecamh-coping-responses-and-climate-change-q1-i4"":""3"",""mecamh-coping-responses-and-climate-change-q1-i5"":""3"",""mecamh-coping-responses-and-climate-change-q1-i6"":""3"",""mecamh-coping-responses-and-climate-change-q1-i7"":""3"",""mecamh-coping-responses-and-climate-change-q1-i8"":""3"",""mecamh-coping-responses-and-climate-change-q1-i9"":""3"",""mecamh-coping-responses-and-climate-change-q1-i10"":""3"",""mecamh-coping-responses-and-climate-change-q1-i11"":""3"",""mecamh-coping-responses-and-climate-change-q1-i12"":""3"",""mecamh-coping-responses-and-climate-change-q1-i13"":""3"",""mecamh-coping-responses-and-climate-change-q1-i14"":""3"",""mecamh-coping-responses-and-climate-change-q1-i15"":""3""}",8,2026-09-22T08:23:43.800000+00:00,2026-09-22T08:23:57.688000+00:00,,,13888,13.888,
3,c43b45b5-69ff-420d-91a6-a9b6ae658914,mecamh-climate-anxiety,mecamh-climate-anxiety-state-anxiety-modelled-on-the-stai,mecamh-climate-anxiety-q1,"{""mecamh-climate-anxiety-q1-i0"":""2"",""mecamh-climate-anxiety-q1-i1"":""2"",""mecamh-climate-anxiety-q1-i2"":""2"",""mecamh-climate-anxiety-q1-i3"":""2"",""mecamh-climate-anxiety-q1-i4"":""2"",""mecamh-climate-anxiety-q1-i5"":""2"",""mecamh-climate-anxiety-q1-i6"":""2""}",7,2026-09-22T08:24:00.504000+00:00,2026-09-22T08:24:05.489000+00:00,,,4985,4.985,
